t,price_usd_close,rhodl_ratio,sopr,sopr_adjusted,sopr_more_155,cdd90_age_adjusted,cdd90_account_based_age_adjusted,reserve_risk,marketcap_thermocap_ratio,nvt_entity_adjusted,puell_multiple,lth_net_change,net_unrealized_profit_loss,realized_profits_to_value_ratio,dormancy_flow,mvrv_z_score,profit_relative,mvrv_more_155,mvrv_less_155,transfers_volume_exchanges_net,current_adjusted,stock_to_flow_deflection,cdd,current,lth_sum,futures_funding_rate_perpetual,supply_balance_less_0001,supply_balance_0001_001,supply_balance_001_01,supply_balance_01_1,supply_balance_1_10,supply_balance_10_100,supply_balance_100_1k,supply_balance_1k_10k,supply_balance_10k_100k,supply_balance_more_100k,active_count,new_count,price_realized_usd,futures_annualized_basis_3m,balance_exchanges,revenue_sum,revenue_from_fees,volume_mined_sum,transfers_volume_miners_to_exchanges,sopr_less_155,illiquid_sum,liquid_sum,highly_liquid_sum,futures_open_interest_crypto_margin_sum,futures_open_interest_cash_margin_sum,futures_open_interest_crypto_margin_relative,futures_estimated_leverage_ratio,active_1y_2y,active_5y_7y,hash_rate_mean,difficulty_latest,channel_size_mean,channel_size_median,network_capacity_sum,channels_count,nodes_count,non_zero_count,count,amer_30d_price_change,apac_30d_price_change,emea_30d_price_change,nupl_less_155,nupl_more_155,active_more_1y_percent,active_more_2y_percent,active_more_3y_percent,active_more_5y_percent,liveliness,active_count,net_realized_profit_loss,options_25delta_skew_1_month,balance_miners_sum
2009-01-21,,,,,,,,,,,,,,,,-1.37E-14,,,,,64800,,352.490162,64800,0.02130490909,,0,0,0,0,1,5071,4360,2325,53043,0,3,12,0.04951,,,5100,0,5100,,,64358.65187,441.3479919,0.0001374168578,,,,,0,0,5784162.244,4294967296,,,,,,1271,1,,,,,,0,0,0,0,0.01782308651,2,,,62743
2009-01-22,,,,,,,,,,,,,,,,-1.38E-14,,,,,69350,,1967.481481,69350,0.02309044954,,0,0,0,0,1,5271,4360,2825,56893,0,11,5,0.04951,,,4550,0,4550,,,68878.20434,471.7955159,0.0001467257829,,,,,0,0,4016793.323,4294967296,,,,,,1352,1,,,,,,0,0,0,0,0.02009034073,2,,,66793
2009-01-23,,,,,,,,,,,,,,,,-1.38E-14,,,,,73550,,1635.071759,73550,0.02682032897,,0,0,0,0,1,5621,4510,3275,60143,0,11,9,0.04951,,,4200,0,4200,,,73050.09804,499.901807,0.0001553198145,,,,,0,0,4174599.672,4294967296,,,,,,1428,2,,,,,,0,0,0,0,0.02080856708,4,,,70543
2009-01-24,,,,,,,,,,,,,,,,-7.61E-15,,,,,83600,,2365.342014,83600,0.03071027739,,0,0,0,0,1,6021,4350,4385,68843,0,11,10,0.04951,,,10050,0,10050,,,83032.84301,567.156817,0.0001758850065,,,,,0,0,10013901.41,4294967296,,,,,,1620,1,,,,,,0,0,0,0,0.01983552453,2,,,80093
2009-01-25,,,,,,,,,,,,,,,,5.74E-14,,,,,93150,,88.84606481,93150,0.0346310073,,0,0,0,0,1,6321,4000,5385,77443,0,2,10,0.04951,,,9550,0,9550,,,92518.93251,631.067296,0.0001954290392,,,,,0,0,9527301.328,4294967296,,,,,,1811,1,,,,,,0,0,0,0,0.01618398955,2,,,89593
2009-01-26,,,,,,,,,,,,,,,,8.45E-14,,,,,97950,,3058.690394,97950,0.0368039315,,0,0,0,0,1,6271,4850,5435,81393,0,21,4,0.04951,,,4800,0,4800,,,97286.80924,663.1905528,0.0002052531627,,,,,0,0,4764961.233,4294967296,,,,,,1887,1,,,,,,0,0,0,0,0.01933697951,2,,,93393
2009-01-27,,,,,,,,,,,,,,,,1.10E-13,,,,,102800,,281.2280093,102800,0.04254979172,,0,0,0,0,1,6521,5150,5435,85693,0,4,6,0.04951,,,4850,0,4850,,,102104.3513,695.6484921,0.0002151797086,,,,,0,0,4818159.85,4294967296,,,,,,1982,1,,,,,,0,0,0,0,0.01791477899,2,,,98143
2009-01-28,,,,,,,,,,,,,,,,1.36E-13,,,,,108400,,0,108400,0.04910361381,,0,0,0,0,1,7321,6050,5485,89543,0,0,20,0.04951,,,5600,0,5600,,,107666.8733,733.1265112,0.0002266423596,,,,,0,0,5551038.429,4294967296,,,,,,2094,0,,,,,,0,0,0,0,0.01611202129,0,,,103743
2009-01-29,,,,,,,,,,,,,,,,1.62E-13,,,,,114450,,1498.52662,114450,0.05211562219,,0,0,0,0,1,7921,6700,6085,93743,0,13,19,0.04951,,,6050,0,6050,,,113676.3834,773.6163183,0.0002390263304,,,,,0,0,6043270.455,4294967296,,,,,,2203,1,,,,,,0,0,0,0,0.01571423611,2,,,109193
2009-01-30,,,,,,,,,,,,,,,,1.84E-13,,,,,120300,,0,120300,0.06009005149,,0,0,0,0,1,8021,8000,6085,98193,0,0,5,0.04951,,,5850,0,5850,,,119487.2321,812.7676214,0.0002510009172,,,,,0,0,5825608.616,4294967296,,,,,,2320,0,,,,,,0,0,0,0,0.01422338075,0,,,115043
2009-01-31,,,,,,,,,,,,,,,,2.07E-13,,,,,127200,,12310.6985,127200,0.06357581599,,0,0,0,0,1,8381,9650,6075,0,103093,21,10,0.04951,,,6900,0,6900,,,126331.1203,858.960951,9.918795854,,,,,0,0,6808950.083,4294967296,,,,,,2439,1,,,,,,0,0,0,0,0.02200130976,2,,,120943
2009-02-01,,,,,,,,,,,,,,,,2.25E-13,,,,,132850,,115.0966435,132850,0.07269198373,,0,0,0,0,1,8881,9900,7175,0,106893,3,13,0.04951,,,5650,0,5650,,,131929.7729,910.3082807,9.918815897,,,,,0,0,5649167.805,4294967296,,,,,,2551,1,,,,,,0,0,0,0,0.0202516062,2,,,126493
2009-02-02,,,,,,,,,,,,0.07676730169,,,,2.44E-13,,,,,139250,,868.1099537,139250,0.07677657864,,0,0,0,0,1,9181,10550,8475,0,111043,2,11,0.04951,,,6400,0,6400,,,138280.1052,959.9759281,9.918833328,,,,,0,0,6345874.664,4294967296,,,,,,2679,1,,,,,,0,0,0,0,0.01896569794,2,,,132843
2009-02-03,,,,,,,,,,,,0.08804948651,,,,2.62E-13,,,,,146200,,325.7548612,146200,0.08805973913,,0,0,0.05,0,1,9261.98,12066.96,9275,0,115595.01,15,10,0.04951,,,6952.01,0.0002891250156,6950,,,145123.0624,1066.983392,9.954176257,,,,,0,0,6892098.384,4294967296,,,,,,2827,16,,,,,,0,0,0,0,0.01772430082,13,,,139725.99
2009-02-04,,,,,,,,,,,,0.09274630292,,,,2.76E-13,,,,,152150,,0,152150,0.09275763382,,0,0,0.05,0,1,9461.97,12916.97,9825,0,119945.01,0,5,0.04951,,,5950,0,5950,,,151033.4692,1106.576612,9.954187954,,,,,0,0,5935168.593,4294967296,,,,,,2946,0,,,,,,0,0,0,0,0.01636536706,0,,,145675.99
2009-02-05,,,,,,,,,,,,0.1055779594,,,,2.89E-13,,,,,158450,,0,158450,0.105590482,,0,0,0.05,0,1,9611.97,14316.97,10325,0,124195.01,0,7,0.04951,,,6300,0,6300,,,157291.6218,1148.424011,9.954200259,,,,,0,0,6243765.409,4294967296,,,,,,3072,0,,,,,,0,0,0,0,0.01509005593,0,,,151975.99
2009-02-06,,,,,,,,,,,,0.1110666118,,,,3.02E-13,,,,,164550,,0,164550,0.1110804514,,0,0,0.05,0,1,9761.97,14301.96,11790.01,0,128695.01,0,4,0.04951,,,6100,0,6100,,,163350.8637,1189.182082,9.954212636,,,,,0,0,6075975.024,4294967296,,,,,,3194,0,,,,,,0,0,0,0,0.01399215612,0,,,158075.99
2009-02-07,,,,,,,,,,,,0.12585324,,,,2.72E-13,,,,,171000,,10485.22435,171000,0.1258685351,,0,0,0.01,0,3,10211.97,14367.08,13522.93,0,132895.01,27,15,0.04951,,,6450,0,6450,,,169757.7681,1232.277681,9.954225724,,,,,0,0,6425937.778,4294967296,,,,,,3304,4,,,,,,0,0,0,0,0.01758716182,7,,,163375.99
2009-02-08,,,,,,,,,,,,0.1420663699,,,,2.38E-13,,,,,177600,,7863.287037,177600,0.1422131509,,0,0,0.01,0,3,10311.97,15317.08,14822.93,0,137145.01,2,6,0.04951,,,6600,0,6600,,,176324.0804,1265.982747,9.936867481,,,,,0,0,6548794.435,4294967296,,,,,,3436,1,,,,,,0,0,0,0,0.0194486251,2,,,169975.99
2009-02-09,,,,,,,,,,,,0.146941321,,,,2.06E-13,,,,,184300,,13623.14005,184300,0.1476567498,,0,0,0.01,0,3,10861.97,16417.08,15472.93,0,141545.01,45,15,0.04951,,,6700,0,6700,,,182979.2875,1310.775647,9.936881123,,,,,0,0,6647327.531,4294967296,,,,,,3526,1,,,,,,0,0,0,0,0.02315938901,2,,,174475.99
2009-02-10,,,,,,,,,,,,0.1659486409,,,,1.79E-13,,,,,190300,,0,190300,0.1675327965,,0,0,0.01,0,3,11561.97,16967.08,15822.93,0,145945.01,0,16,0.04951,,,6000,0,6000,,,188939.1519,1350.911223,9.936893376,,,,,0,0,5988451.467,4294967296,,,,,,3646,0,,,,,,0,0,0,0,0.02172220487,0,,,180475.99
2009-02-11,,,,,,,,,,,,0.1727604497,,,,1.51E-13,,,,,196950,,1198.414755,196950,0.175451894,,0,0,0.01,0,3,12161.97,17717.08,16522.93,0,150545.01,16,15,0.04951,,,6650,0,6650,,,195544.665,1395.398127,9.936906961,,,,,0,0,6607336.276,4294967296,,,,,,3767,2,,,,,,0,0,0,0,0.02068784066,4,,,186575.99
2009-02-12,,,,,,,,,,,,0.1940396819,,,,1.27E-13,,,,,202900,,0,202900,0.1980141752,,0,0,0.01,0,3,12711.97,18317.08,17072.93,0,154795.01,0,12,0.04951,,,5950,0,5950,,,201454.8518,1435.211237,9.936919131,,,,,0,0,5952518.643,4294967296,,,,,,3886,0,,,,,,0,0,0,0,0.01949244292,0,,,192525.99
2009-02-13,,,,,,,,,,,,0.2009671312,,,,1.04E-13,,,,,209100,,0,209100,0.2067717916,,0,0,0.01,0,3,13211.97,19117.08,17722.93,0,159045.01,0,11,0.04951,,,6200,0,6200,,,207613.365,1476.698062,9.936931813,,,,,0,0,6102763.266,4294967296,,,,,,4010,0,,,,,,0,0,0,0,0.01835377791,0,,,198725.99
2009-02-14,,,,,,,,,,,,0.2265633558,,,,8.02E-14,,,,,215900,,0,215900,0.2338442508,,0,0,0.01,0,3,14011.97,18017.08,20372.93,0,163495.01,0,17,0.04951,,,6800,0,6800,,,214367.8624,1522.200676,9.936945723,,,,,0,0,6779979.249,4294967296,,,,,,4146,0,,,,,,0,0,0,0,0.01721597103,0,,,205525.99
2009-02-15,,,,,,,,,,,,0.2347193255,,,,5.90E-14,,,,,222300,,3699.90162,222300,0.2440471401,,0,0,0.01,0,3,14611.97,18517.08,21322.93,0,167845.01,14,14,0.04951,,,6400,0,6400,,,220725.0362,1565.026799,9.936958815,,,,,0,0,6357395.94,4294967296,,,,,,4264,3,,,,,,0,0,0,0,0.01719387128,4,,,211375.99
2009-02-16,,,,,,,,,,,,0.2633797753,,,,4.01E-14,,,,,228400,,6324.310764,228400,0.2741237556,,0,0,0.01,0,3,14711.97,18567.08,22672.93,0,172445.01,31,7,0.04951,,,6100,0,6100,,,226784.218,1605.845049,9.936971293,,,,,0,0,6063319.526,4294967296,,,,,,4356,1,,,,,,0,0,0,0,0.01781231533,2,,,215975.99
