t,price_usd_close,rhodl_ratio,sopr,sopr_adjusted,sopr_more_155,cdd90_age_adjusted,cdd90_account_based_age_adjusted,reserve_risk,marketcap_thermocap_ratio,nvt_entity_adjusted,puell_multiple,lth_net_change,net_unrealized_profit_loss,realized_profits_to_value_ratio,dormancy_flow,mvrv_z_score,profit_relative,mvrv_more_155,mvrv_less_155,transfers_volume_exchanges_net,current_adjusted,stock_to_flow_deflection,cdd,current,lth_sum,futures_funding_rate_perpetual,supply_balance_less_0001,supply_balance_0001_001,supply_balance_001_01,supply_balance_01_1,supply_balance_1_10,supply_balance_10_100,supply_balance_100_1k,supply_balance_1k_10k,supply_balance_10k_100k,supply_balance_more_100k,active_count,new_count,price_realized_usd,futures_annualized_basis_3m,balance_exchanges,revenue_sum,revenue_from_fees,volume_mined_sum,transfers_volume_miners_to_exchanges,sopr_less_155,illiquid_sum,liquid_sum,highly_liquid_sum,futures_open_interest_crypto_margin_sum,futures_open_interest_cash_margin_sum,futures_open_interest_crypto_margin_relative,futures_estimated_leverage_ratio,active_1y_2y,active_5y_7y,hash_rate_mean,difficulty_latest,channel_size_mean,channel_size_median,network_capacity_sum,channels_count,nodes_count,non_zero_count,count,amer_30d_price_change,apac_30d_price_change,emea_30d_price_change,nupl_less_155,nupl_more_155,active_more_1y_percent,active_more_2y_percent,active_more_3y_percent,active_more_5y_percent,liveliness,active_count,net_realized_profit_loss,options_25delta_skew_1_month,balance_miners_sum
2012-08-22,9.763395,492.3305909,1.000824789,1.009101763,2.282189338,261975.2148,264270.6178,0.00400433837,3.36E-07,31.55648143,1.900398434,45181.56261,0.3992538813,0.005580118496,1484130.019,1.141662334,0.7517742604,1.608869758,1.179699052,2567.879123,9761390.047,1.09985889,5159057.077,9761400,6064984.85,,5.93408551,191.0535219,2679.749115,13348.17728,131812.1732,1376438.334,1950861.507,2652515.108,1823400.987,1810137.024,49160,6567,5.84955271,,4588.246458,7822.841943,0.002919903386,7800,0.7869269098,1.004631163,7813295.387,1375501.952,572592.708,,,,,2472315.349,0,16823830283268,9.4097E+15,,,,,,804252,37718,-1.999787616,2.763520955,0.3973176617,0.1523261816,0.3784456479,0.4470368594,0.1937621909,0.08599228799,0,0.3816185381,15934,63307.42171,,2584195.636
2012-08-23,10.0999925,478.771625,1.000325923,1.002012633,1.022648764,264067.7493,266434.6545,0.004019239833,3.46E-07,31.33808249,2.019791957,30864.12468,0.4208152684,0.003122471908,1536250.694,1.237075945,0.8193714731,1.6676004,1.217053509,64.01133221,9769640.045,1.136418862,4460453.06,9769650,6057972.52,,6.08908117,191.6754617,2681.190258,13399.40914,132047.7455,1372144.383,1967708.23,2631109.778,1840214.52,1810137.024,43426,6126,5.85554805,,4652.25279,8270.83024,0.002518518564,8250,9,1.001520085,7804815.232,1383387.192,581437.6206,,,,,2470798.612,0,17164716693745,9.4097E+15,,,,,,808322,31653,-1.783334574,3.023930669,0.2974395902,0.1783434395,0.4003359559,0.4468847299,0.1939791896,0.08596573265,0,0.3816880212,15570,24300.89145,,2584030.689
2012-08-24,10.61377778,431.7488446,1.000794794,1.013142893,1.800708354,262513.1114,265133.9225,0.004070705518,3.63E-07,31.27436467,1.838718578,31977.7749,0.4459933779,0.002945689947,1673033.715,1.382067211,0.8419699732,1.752608014,1.274489624,-946.5122389,9777040.045,1.191831423,1336824.754,9777050,6063245.296,,6.21558876,192.2389572,2680.774977,13424.18423,132085.3622,1370616.553,1981057.958,2641725.028,1721935.839,1913315.89,44537,6167,5.868014623,,3705.730051,7419.247255,0.00259423281,7400,120.0005246,1.012107285,7783044.274,1389905.211,604090.5598,,,,,2524594.239,0,15809591071924,9.4097E+15,,,,,,810709,32127,-1.396554952,3.016432582,0.2170285684,0.2153721917,0.4294217576,0.4522645828,0.1940482252,0.08611034208,0,0.3813333432,15355,90510.49613,,2585610.407
2012-08-25,10.55583667,418.8036436,1.003194797,1.026322421,1.656546039,261796.5127,264327.6658,0.004191829267,3.60E-07,31.87401735,1.771327108,30701.5667,0.4443009613,0.003568538758,1694891.501,1.358678921,0.844489269,1.743956201,1.25977081,-167.2246877,9783940.044,1.181524611,1622466.429,9783950,6068826.247,,6.30531126,192.5772776,2684.108148,13428.91093,131447.7103,1364634.247,1977350.737,2684550.679,1680189.406,1929455.364,36293,4474,5.886134464,,3538.497863,6923.909803,0.003453222829,6900,0.4061927385,1.024837488,7804284.985,1376999.201,602655.8582,,,,,2524176.851,0,16369340154867,1.05E+16,,,,,,813146,33301,-1.283796851,2.882455509,0.1726730092,0.2062048175,0.426591104,0.4522862158,0.1942946223,0.08626936156,0,0.3810539296,12554,145782.4872,,2587218.54
2012-08-26,10.556,423.7451328,1.002052359,1.017290034,1.431051951,261368.4167,263748.8123,0.004233026456,3.59E-07,32.03081352,2.318622927,33569.28903,0.4431092455,0.002476390685,1712231.542,1.364793797,0.8411049742,1.751039586,1.259977584,83.41569257,9792890.042,1.186063039,1789237.618,9792900,6075427.819,,6.3698046,193.0998957,2688.742512,13434.13793,131539.7148,1365672.418,1977629.623,2625234.417,1732956.59,1943534.929,34302,3534,5.897745539,,3621.909056,8970.579494,0.002294109787,8950,0,1.015424307,7771931.416,1384229.507,636729.1193,,,,,2523296.886,0,21459364942578,1.05E+16,,,,,,814603,29341,-1.265785343,2.767866759,0.2393962036,0.2063350867,0.4289106838,0.4521006705,0.1944347201,0.08624157502,0,0.3806611522,10712,71888.23727,,2587554.665
2012-08-27,10.92872833,456.1121617,1.009401163,1.097272154,2.282360368,270759.6703,273463.7567,0.004474145966,3.71E-07,33.39473445,1.981486426,30485.8426,0.4545371555,0.01337488138,1761969.157,1.411048496,0.8505844213,1.789839254,1.262725197,377.7930551,9800140.04,1.211284199,14705794.96,9800150,6078288.458,,6.44703601,193.7061478,2693.234521,13460.30791,131883.4864,1365250.611,1978324.867,2631120.371,1840419.671,1836787.338,38120,5294,5.967469273,,3999.692111,7278.817757,0.003959126022,7250,6.64654818,1.052871008,7800716.941,1346894.661,652528.4378,,,,,2522119.908,0,17317135599048,1.05E+16,,,,,,817301,32951,-1.962585013,3.538848173,0.4001693395,0.2080620531,0.4412906089,0.4518382043,0.1944829691,0.08643797493,0,0.3824335522,13483,641869.4175,,2487570.322
2012-08-28,10.86804333,455.4320824,1.002284802,1.025268301,4.277615566,274076.5266,276700.4313,0.004360368451,3.68E-07,32.11883179,2.018488125,21240.3564,0.4517603282,0.005068503978,1757482.717,1.435223433,0.8364731018,1.806334468,1.269853274,-1512.509825,9807690.038,1.221125314,6291522.076,9807700,6075583.177,,6.50545357,194.2836458,2696.029209,13496.66768,131669.1565,1364530.262,1975513.408,2629078.469,1855878.565,1834626.691,39571,5869,5.988502416,,2487.174786,7575.100978,0.003313616252,7550,29.03119537,1.012142996,7789860.375,1357027.169,660802.4934,,,,,2516435.791,0,17755555507949,1.05E+16,,,,,,820783,29687,-1.867418507,3.840746757,0.3185153395,0.2125074442,0.4463926709,0.451038264,0.1944606982,0.08664672859,0,0.3828648563,15725,161684.7665,,2486888.519
2012-08-29,10.86630333,437.347905,1.000241144,1.007741932,1.523148119,264254.5511,267452.6757,0.004319065897,3.66E-07,31.73130278,2.228673735,22467.34394,0.4440881181,0.002992056419,1758059.497,1.390927769,0.8122542709,1.784292976,1.250574284,-1922.691832,9816090.035,1.203504801,1864489.425,9816100,6081191.445,,6.54844531,194.7426029,2698.432509,13479.16564,131447.3178,1363483.72,1969813.087,2632011.261,1866532.186,1836423.574,39198,5519,5.996605066,,564.4779545,8424.152079,0.002867004193,8400,54.78427455,1.006743889,7778088.655,1353698.196,684303.1845,,,,,2517643.918,0,20008597056092,1.05E+16,,,,,,824135,34041,-2.078315648,3.579490443,0.2154845111,0.2003673728,0.4395539224,0.4508977372,0.1944166583,0.08685273377,0,0.382515935,14181,38533.53438,,2488190.495
2012-08-30,10.772274,430.2735708,0.9999932105,0.9998008216,2.092341328,263729.819,266855.3902,0.004270871314,3.62E-07,31.37069452,2.025458855,25100.19301,0.4432096764,0.00155617576,1744661.27,1.355343861,0.8180559352,1.766539835,1.235045642,2196.307222,9823790.029,1.187261824,1546162.315,9823800,6088665.475,,6.59281978,195.3948341,2701.597142,13559.36489,132052.2301,1367272.968,1983930.904,2626792.593,1882028.442,1815249.943,33833,3815,6.000274899,,2760.778677,7729.091721,0.003763924978,7700,11.63323456,0.9983205567,7771592.532,1359311.306,692886.1901,,,,,2519247.066,0,18231017961094,1.05E+16,,,,,,826411,33760,-2.29631214,3.434766795,0.1928786778,0.1903133244,0.4339216244,0.4510834836,0.1946402472,0.08703914168,0,0.3821691433,10138,-848.5793522,,2484795.902
2012-08-31,10.12176,471.6728568,1.006214247,1.066525256,2.03602415,278362.087,282528.9669,0.004114565712,3.40E-07,29.55549749,1.769898305,18326.51195,0.4043830299,0.01473847802,1623248.281,1.172972518,0.7483820639,1.670477276,1.155645748,129.9028907,9830790.028,1.122147175,21215739.45,9830800,6086246.726,,6.62666988,196.2440264,2705.431845,13600.63398,132474.0041,1363349.722,1976638.034,2632291.156,1776636.574,1932891.601,48940,7145,6.061295408,,2890.674567,7030.484836,0.004336092994,7000,7.87259973,1.03050593,7901920.919,1139268.096,789601.0122,,,,,2521542.619,0,15650498292737,1.05E+16,,,,,,828507,40484,-2.645691056,3.257811022,-0.006894965107,0.1346829234,0.4013686902,0.4512892734,0.1947951306,0.08722129633,0,0.3849520693,15616,568609.7306,,2334414.538
2012-09-01,9.97696,423.198869,0.9975154254,0.9658722424,2.343285905,277740.2156,282222.0003,0.003935786035,3.34E-07,27.96004553,1.953625492,22557.36217,0.3957624146,0.001250243256,1612979.398,1.140508429,0.7398389296,1.653300901,1.141287848,-309.177207,9838840.025,1.104884273,1368749.484,9838850,6093102.415,,6.66611881,196.3550653,2706.610168,13679.43361,132061.7531,1362445.782,1954182.432,2637962.742,1793921.417,1941676.833,44661,6451,6.042369728,,2581.48886,8085.330112,0.004369656065,8050,3.157722242,0.9647015029,7869557.154,1143784.088,825498.7833,,,,,2527306.715,0,18856120003200,1.05E+16,,,,,,832874,40613,-3.343229947,2.989905654,-0.01169192939,0.1237968565,0.3951494253,0.4518694354,0.1949993017,0.08739386412,0,0.3845439034,15652,-217726.2701,,2335569.881
2012-09-02,10.20646,390.5149992,1.000170913,1.000243684,0.7551663715,275248.7053,280227.3818,0.003925747317,3.41E-07,27.89528862,1.988546574,26627.68392,0.407539837,0.001960604951,1651457.739,1.200000251,0.7776137,1.690556411,1.163723277,-138.1855119,9847040.018,1.126343757,2197854.202,9847050,6096850.366,,6.72715431,197.2791338,2708.214767,13652.31741,132048.8698,1361218.18,1956568.554,2657064.252,1776067.879,1947507.744,34622,4185,6.046681791,,2443.295349,8230.547412,0.003711467776,8200,22.71414183,1.003095206,7850095.384,1158535.546,838409.0886,,,,,2526995.199,0,19636839480733,1.05E+16,,,,,,835049,33424,-3.196303907,2.766089781,-0.2081833738,0.1406891829,0.4084787745,0.4516781279,0.1950535348,0.08757497118,0,0.3842524295,11483,10151.64981,,2336832.462
2012-09-03,10.52866667,377.4338841,1.001163409,1.011834008,1.236472277,274493.5387,279977.9508,0.004033344462,3.50E-07,28.66855296,1.953726978,32032.19868,0.4247470526,0.002007322602,1702809.081,1.282987474,0.8132080721,1.740562859,1.195519361,1120.680678,9854890.015,1.157621206,1434867.994,9854900,6099948.528,,6.76955913,198.2076613,2708.866802,13657.33591,132432.2654,1363047.12,1966797.987,2635964.2,1782365.582,1957711.681,32887,3794,6.054531137,,3563.969526,7883.794267,0.004286548552,7850,4.80904085,1.010999486,7846386.784,1174015.073,834488.1586,,,,,2526211.994,0,18886484673163,1.05E+16,,,,,,836800,38081,-2.758328574,2.542707698,-0.08465312384,0.1635434499,0.4254732055,0.4515362667,0.1951955636,0.08770815736,0,0.3838761839,9987,44061.24296,,2335542.859
2012-09-04,10.36613,377.5048454,1.001316853,1.014706186,1.948499975,273865.0181,279292.2479,0.004040410589,3.44E-07,28.44476364,1.911598457,31447.17918,0.4129138679,0.003249647078,1688797.819,1.242139268,0.7718216875,1.720848911,1.175895257,-966.7100812,9862540.013,1.14023472,2511128.333,9862550,6104678.422,,6.85381183,198.7083804,2713.509176,13668.99365,132753.8868,1361389.215,1973954.348,2633716.055,1794129.489,1950008.956,45684,5510,6.066757013,,2597.251945,7679.66377,0.003862639127,7650,10.50651467,1.013075417,7858026.289,1181110.225,823403.4998,,,,,2526509.191,0,17947644578989,1.05E+16,,,,,,834342,39793,-2.989162857,2.64133777,-0.06797786151,0.1495841196,0.4188914589,0.4514455806,0.1952735773,0.0879138884,0,0.3836864043,13591,85417.54896,,2336668.499
2012-09-05,10.97652111,352.7994393,1.001275373,1.018081566,1.599817397,273331.8937,278915.264,0.004083043737,3.63E-07,28.58756722,2.273865733,32380.54717,0.4464540841,0.003376766809,1798869.033,1.412246925,0.864565637,1.822883324,1.239663812,-1189.174515,9871540.01,1.205633418,1399301.335,9871550,6110696.311,,6.90618116,199.0808458,2717.588651,13660.15391,132865.2959,1363919.238,1973555.327,2640462.011,1873880.836,1870273.573,41154,5143,6.083253615,,1408.066431,9026.1999,0.002902650095,9000,6.24325216,1.016569043,7833776.66,1192269.856,845493.4935,,,,,2527910.872,0,20955646735085,1.05E+16,,,,,,837554,40955,-2.480523801,2.619400862,-0.05567883426,0.1933296833,0.4514185375,0.4514128431,0.1953324027,0.0881224448,0,0.383224996,12848,123305.6363,,2334947.431
2012-09-06,11.18497,354.5220566,1.000587513,1.021921397,1.839014068,274091.7875,279655.5586,0.004235534432,3.69E-07,29.43992137,2.239425806,33774.2752,0.4528155659,0.004408929708,1838668.957,1.435979679,0.8804910876,1.840869869,1.246126457,327.5371712,9880090.007,1.216130543,3230834.024,9880050,6114173.833,,6.99835057,199.5609565,2723.185735,13641.92597,132589.3747,1360942.515,1987345.482,2647449.12,1845018.949,1890172.897,46513,6389,6.101369077,,1735.591602,8575.551774,0.002979607008,8550,11.95664195,1.016780519,7813969.203,1198879.07,867241.734,,,,,2527885.832,0,20745295500374,1.16E+16,,,,,,839133,42619,-2.215651773,2.471949533,0.02405849041,0.1975132264,0.4567785499,0.4512428229,0.1953852278,0.08834015212,0,0.3830768119,14621,140190.1038,,2335466.648
2012-09-07,11.00332333,332.6885549,1.000368906,1.017713458,1.764665815,274250.9141,279786.3388,0.004303965245,3.62E-07,29.80876886,2.237035474,47410.64854,0.4491351015,0.002601501985,1821769.087,1.407040846,0.86513293,1.82789622,1.232923195,1426.920843,9888490.005,1.206295756,1748025.401,9888500,6114778.033,,7.09378608,199.911927,2726.224609,13600.34553,132274.5388,1361261.798,1968999.547,2650348.255,1840062.632,1919009.659,43775,6814,6.113448396,,3162.500445,8419.961201,0.00237069983,8400,7.56618062,1.013312102,7790610.443,1208184.851,889694.712,,,,,2525033.418,0,21672361214137,1.16E+16,,,,,,839085,33315,-2.351868987,2.281752908,0.03355869875,0.1889194685,0.4529229893,0.4510429851,0.1956924852,0.0885225383,0,0.3827093497,14479,75310.25861,,2335184.922
2012-09-08,11.038995,323.6692903,1.000692409,1.015616594,1.673376477,274542.8977,279999.3542,0.004241539176,3.62E-07,29.30083715,1.904124811,50396.67139,0.4454629529,0.001675240851,1842305.638,1.409546444,0.8571780207,1.832245589,1.232378588,-2218.553877,9895740.001,1.204889136,1622326.609,9895750,6122511.918,,7.19525357,200.616362,2727.350863,13656.23607,132041.048,1355698.219,1955338.524,2671612.165,1825023.568,1939435.078,33451,4041,6.122822195,,943.9415676,7272.240368,0.003058255294,7250,9.93743606,1.013853277,7774557.08,1231679.609,889503.3109,,,,,2527207.209,0,19320277965346,1.16E+16,,,,,,841031,31028,-1.938703143,1.942859278,-0.05980946792,0.18856104,0.4542216359,0.4511794992,0.1957964096,0.08869515903,0,0.3824099186,11109,57561.45873,,2335517.153
2012-09-09,11.07332667,376.8825675,1.003308711,1.016171361,1.514844363,275331.2802,280343.6852,0.004250286841,3.62E-07,28.9429271,2.091276111,56708.80098,0.4434078251,0.003106016125,1847063.047,1.393608994,0.8584589761,1.827570709,1.222619772,-837.5089165,9903689.996,1.199840626,3534023.057,9903700,6130778.835,,7.50455006,202.2847529,2727.598246,13611.483,131899.4059,1352973.816,2019689.437,2653240.409,1916082.209,1813255.849,39828,6785,6.141058937,,106.4198511,7972.060346,0.002767207658,7950,10.47019302,1.015637637,7811485.511,1237036.987,855167.4972,,,,,2526287.115,0,20512714027760,1.16E+16,,,,,,844043,31305,-2.020598291,1.749057699,-0.1492327417,0.1820842237,0.4528255487,0.4510892611,0.1960040793,0.08889658612,0,0.3823631916,14619,141639.708,,2336628.276
